loss_train,loss_valid
5.9358116662054385,0.050830943776028495
0.1701078562504862,0.036586954657520564
0.11729910175377152,0.03414930562887873
0.10415980925024143,0.025972331172050743
0.08995969671932097,0.025377449446490837
0.08508987948019786,0.023510442514504702
0.08280192913600921,0.023184046149253845
0.07640988770182018,0.022779650454010283
0.08150432098584692,0.020558451169303486
0.09638284744960196,0.019619646349123547
0.09928403908715527,0.02113131273440732
0.07967134253538331,0.01916169561445713
0.06480679404863246,0.01836133655160665
0.08770187765547346,0.0144170042393463
0.06567684801809036,0.016603710129857063
0.0862485303005488,0.015801598983151567
0.06283083399241574,0.014726728999188969
0.0632416722676009,0.013313714170285144
0.07283350386660305,0.013445988430508544
0.05904533595723265,0.011219414084085395
0.056399098699370924,0.010558380080120904
0.07863948518516092,0.01081379356661013
0.05677671527508385,0.010791177196162087
0.0657471066903841,0.012072831392288208
0.05822546590817537,0.01008283639592784
0.06312517549352394,0.011454531390752112
0.12215930364319193,0.011337916765894207
0.07721683478165914,0.009739605923397314
0.06069782256765944,0.010742871622954096
0.08860698832121076,0.01215851679444313
0.05319894929015892,0.009795083930449826
0.051585370335133864,0.00937229454783457
0.047911359774077365,0.009624923978533064
0.08175354104834891,0.011159320095820088
0.05914435818821789,0.009400043852871262
0.0576779884465776,0.009191737643310004
0.051391362832318925,0.009379269422164984
0.05563279721621185,0.008646777165787559
0.047242788634041626,0.00811103279037135
0.0517696578862492,0.008204172365367413
0.049846251402145256,0.008322550782135554
0.04663789084055155,0.009934854494141679
0.040581296921911314,0.0088730285476361
0.0428384823744261,0.007600166502275637
0.041891206633736584,0.007560395247095675
0.06675644141857172,0.006998794685517039
0.04686544605640682,0.007808649845953498
0.039532289721656934,0.007930411358496972
0.05345395181818261,0.008330393116921186
0.0465125230290135,0.008515466736363513
0.039031710675817816,0.006828508605914456
0.06359849638631458,0.006591938811610185
0.07966109644247941,0.010395116438823088
0.05086391298635522,0.006937401435737099
0.04021966570151659,0.009737036723111357
0.04711043982253882,0.0075108861284596574
0.06420652666431591,0.0075010220254106185
0.0505502957428892,0.008842249600482839
0.061405756249795836,0.007113211921283177
0.053894284378201415,0.008760183051760708
0.051358925145259055,0.007583923105682645
0.041997269158176205,0.006756629794836044
0.03898347822958396,0.007819589759622301
0.04836345653594479,0.007776673348469027
0.04500899113318086,0.00584886602259108
0.04204450084107975,0.00640278442629746
0.03944941052619625,0.006151292273508651
0.037875301236492145,0.006550636342061418
0.042392815706572544,0.006413487983601434
0.05987247158123189,0.007027568229074989
0.04151069183086714,0.006675391760988954
0.04244459686332394,0.005823745857924223
0.041335596031691964,0.006107761990278959
0.04904663263092152,0.007066525385848114
0.04525209240319935,0.005474765186331102
0.04179778080767487,0.006277794550572123
0.036858527563484,0.005455777115587678
0.0440367133089021,0.006672879199733575
0.03513649811524046,0.00564205992434706
0.037560237960111896,0.006440044646816594
